description,description_en,transaction_type,amount_range,tax_rate,debit_account_code,credit_account_code,debit_account_type,credit_account_type,confidence,source
MS bending 5mm,MS bending 5mm,invoice,small,15.0,410012,201002,,,0.95,real_odoo
MS bending 5mm,MS bending 5mm,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"CPVC male adapter sch80 1"" brass thread","CPVC male adapter sch80 1"" brass thread",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"CPVC male adapter sch80 1"" brass thread","CPVC male adapter sch80 1"" brass thread",invoice,small,15.0,104041,201002,,,0.95,real_odoo
ball valve 1/2,ball valve 1/2,invoice,small,15.0,410007,201002,,,0.95,real_odoo
ball valve 1/2,ball valve 1/2,invoice,small,15.0,104041,201002,,,0.95,real_odoo
oil filter,oil filter,invoice,small,15.0,410007,201002,,,0.95,real_odoo
GI coupling 1/2,GI coupling 1/2,invoice,small,15.0,410007,201002,,,0.95,real_odoo
GI coupling 1/2,GI coupling 1/2,invoice,small,15.0,104041,201002,,,0.95,real_odoo
sand,sand,invoice,small,0.0,410015,201002,,,0.95,real_odoo
Sand truck,Sand truck,invoice,small,0.0,410015,201002,,,0.95,real_odoo
Gear oil,Gear oil,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Gear oil,Gear oil,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PPR union 25MM,PPR union 25MM,invoice,small,15.0,410007,201002,,,0.95,real_odoo
PPR union 25MM,PPR union 25MM,invoice,small,15.0,104041,201002,,,0.95,real_odoo
7*11 screw,7*11 screw,invoice,small,15.0,410004,201002,,,0.95,real_odoo
7*11 screw,7*11 screw,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Self drilling screw 6*1,Self drilling screw 6*1,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Self drilling screw 6*1,Self drilling screw 6*1,invoice,small,15.0,104041,201002,,,0.95,real_odoo
small duplex corrner,small duplex corrner,invoice,small,15.0,410004,201002,,,0.95,real_odoo
small duplex corrner,small duplex corrner,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Paint removal 1ltr,Paint removal 1ltr,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Paint removal 1ltr,Paint removal 1ltr,invoice,small,15.0,104041,201002,,,0.95,real_odoo
3/4 check copper,3/4 check copper,invoice,small,15.0,410004,201002,,,0.95,real_odoo
3/4 check copper,3/4 check copper,invoice,small,15.0,104041,201002,,,0.95,real_odoo
11/2 pipe pvc white,11/2 pipe pvc white,invoice,small,15.0,410007,201002,,,0.95,real_odoo
11/2 pipe pvc white,11/2 pipe pvc white,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Brass reducer bush 1*3/4,Brass reducer bush 1*3/4,invoice,small,15.0,410007,201002,,,0.95,real_odoo
Brass reducer bush 1*3/4,Brass reducer bush 1*3/4,invoice,small,15.0,104041,201002,,,0.95,real_odoo
3/4*8 drilling screw,3/4*8 drilling screw,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
3/4*8 drilling screw,3/4*8 drilling screw,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Dynamo regulator,Dynamo regulator,invoice,small,15.0,410007,201002,,,0.95,real_odoo
Dynamo regulator,Dynamo regulator,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Water 15ltr,Water 15ltr,invoice,small,15.0,400018,201002,,,0.95,real_odoo
Water 15ltr,Water 15ltr,invoice,small,15.0,104041,201002,,,0.95,real_odoo
coated gloves grey benzor,coated gloves grey benzor,invoice,small,15.0,410004,201002,,,0.95,real_odoo
coated gloves grey benzor,coated gloves grey benzor,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Glass cleaner DAC 12*400ml,Glass cleaner DAC 12*400ml,invoice,small,15.0,999991,201002,,,0.95,real_odoo
Glass cleaner DAC 12*400ml,Glass cleaner DAC 12*400ml,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Diesel,Diesel,invoice,small,15.0,410011,201002,,,0.95,real_odoo
Jotashield eterna 16.2l,Jotashield eterna 16.2l,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Chisel SDS plus stanley,Chisel SDS plus stanley,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Chisel SDS plus stanley,Chisel SDS plus stanley,invoice,small,15.0,104041,201002,,,0.95,real_odoo
crystal white 60*60,crystal white 60*60,invoice,small,15.0,410015,201002,,,0.95,real_odoo
crystal white 60*60,crystal white 60*60,invoice,small,15.0,104041,201002,,,0.95,real_odoo
cEMENT TILES 40*40,cEMENT TILES 40*40,invoice,small,15.0,410015,201002,,,0.95,real_odoo
cEMENT TILES 40*40,cEMENT TILES 40*40,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PPR elbow 90d 25mm,PPR elbow 90d 25mm,invoice,small,15.0,410007,201002,,,0.95,real_odoo
PPR elbow 90d 25mm,PPR elbow 90d 25mm,invoice,small,15.0,104041,201002,,,0.95,real_odoo
3mtr sliding channel,3mtr sliding channel,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
3mtr sliding channel,3mtr sliding channel,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
CAT DX371,CAT DX371,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
CAT DX371,CAT DX371,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Tube HR 6*19*19*80,Tube HR 6*19*19*80,invoice,small,15.0,410012,201002,,,0.95,real_odoo
Tube HR 6*19*19*80,Tube HR 6*19*19*80,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Drill chuck hilti,Drill chuck hilti,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Drill chuck hilti,Drill chuck hilti,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Clip,Clip,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Clip,Clip,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Diamond cutting disc,Diamond cutting disc,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Diamond cutting disc,Diamond cutting disc,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Jig saw blade steel,Jig saw blade steel,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Jig saw blade steel,Jig saw blade steel,invoice,small,15.0,104041,201002,,,0.95,real_odoo
oil gallon,oil gallon,invoice,small,15.0,410052,201002,,,0.95,real_odoo
oil gallon,oil gallon,invoice,small,15.0,410004,201002,,,0.95,real_odoo
oil gallon,oil gallon,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Compressor maintenance,Compressor maintenance,invoice,medium,0.0,410004,201002,,,0.95,real_odoo
Autoweld co2 regulator with heater,Autoweld co2 regulator with heater,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Autoweld co2 regulator with heater,Autoweld co2 regulator with heater,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Smart square,Smart square,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Smart square,Smart square,invoice,small,15.0,104041,201002,,,0.95,real_odoo
welding rod 6013 2.5mm stonec,welding rod 6013 2.5mm stonec,invoice,small,15.0,410004,201002,,,0.95,real_odoo
welding rod 6013 2.5mm stonec,welding rod 6013 2.5mm stonec,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Asphalt drum,Asphalt drum,invoice,small,15.0,410008,201002,,,0.95,real_odoo
Asphalt drum,Asphalt drum,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Long kitchen 200mm,Long kitchen 200mm,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Long kitchen 200mm,Long kitchen 200mm,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Hydraulic oil filter,Hydraulic oil filter,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Hydraulic oil filter,Hydraulic oil filter,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Tube HR 1.80*19*19*6000,Tube HR 1.80*19*19*6000,invoice,medium,15.0,410012,201002,,,0.95,real_odoo
Tube HR 1.80*19*19*6000,Tube HR 1.80*19*19*6000,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Paper roll 2cm,Paper roll 2cm,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Paper roll 2cm,Paper roll 2cm,invoice,small,15.0,104041,201002,,,0.95,real_odoo
cpvc pipe sch80,cpvc pipe sch80,invoice,small,15.0,410007,201002,,,0.95,real_odoo
cpvc pipe sch80,cpvc pipe sch80,invoice,small,15.0,104041,201002,,,0.95,real_odoo
4.5mm plain mdf,4.5mm plain mdf,invoice,small,15.0,410015,201002,,,0.95,real_odoo
4.5mm plain mdf,4.5mm plain mdf,invoice,small,15.0,104041,201002,,,0.95,real_odoo
cpvc male adapter,cpvc male adapter,invoice,small,15.0,410007,201002,,,0.95,real_odoo
cpvc male adapter,cpvc male adapter,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"1.5"" air hose","1.5"" air hose",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"1.5"" air hose","1.5"" air hose",invoice,small,15.0,104041,201002,,,0.95,real_odoo
Bathroom partition sample,Bathroom partition sample,invoice,small,15.0,410007,201002,,,0.95,real_odoo
Bathroom partition sample,Bathroom partition sample,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Ingass,Ingass,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Ingass,Ingass,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Single burnt brown,Single burnt brown,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Single burnt brown,Single burnt brown,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Thiner hot galon,Thiner hot galon,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Thiner hot galon,Thiner hot galon,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Office utilities,Office utilities,invoice,small,15.0,400033,201002,,,0.95,real_odoo
Office utilities,Office utilities,invoice,small,15.0,104041,201002,,,0.95,real_odoo
1/2 faham with rice,1/2 faham with rice,invoice,small,15.0,999991,201002,,,0.95,real_odoo
1/2 faham with rice,1/2 faham with rice,invoice,small,15.0,104041,201002,,,0.95,real_odoo
2,2,invoice,small,15.0,410008,201002,,,0.95,real_odoo
2,2,invoice,small,15.0,410004,201002,,,0.95,real_odoo
2,2,invoice,small,15.0,104041,201002,,,0.95,real_odoo
upvc sch 80,upvc sch 80,invoice,small,15.0,410007,201002,,,0.95,real_odoo
upvc sch 80,upvc sch 80,invoice,small,15.0,104041,201002,,,0.95,real_odoo
2*2 white halls,2*2 white halls,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
2*2 white halls,2*2 white halls,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Cloud drain 330,Cloud drain 330,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
Cloud drain 330,Cloud drain 330,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
combination spanner,combination spanner,invoice,small,15.0,410004,201002,,,0.95,real_odoo
combination spanner,combination spanner,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Finishing nails,Finishing nails,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Finishing nails,Finishing nails,invoice,small,15.0,104041,201002,,,0.95,real_odoo
cpvc bushing 2*11/4,cpvc bushing 2*11/4,invoice,small,15.0,410007,201002,,,0.95,real_odoo
cpvc bushing 2*11/4,cpvc bushing 2*11/4,invoice,small,15.0,104041,201002,,,0.95,real_odoo
cutting disc 4.5,cutting disc 4.5,invoice,small,15.0,410004,201002,,,0.95,real_odoo
cutting disc 4.5,cutting disc 4.5,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"80 2"" cut","80 2"" cut",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"80 2"" cut","80 2"" cut",invoice,small,15.0,104041,201002,,,0.95,real_odoo
bLASTER 18MM,bLASTER 18MM,invoice,small,15.0,410004,201002,,,0.95,real_odoo
bLASTER 18MM,bLASTER 18MM,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"1.5"" pvc","1.5"" pvc",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"1.5"" pvc","1.5"" pvc",invoice,small,15.0,104041,201002,,,0.95,real_odoo
stone,stone,invoice,medium,0.0,410015,201002,,,0.95,real_odoo
Drum open plastic 120ltr,Drum open plastic 120ltr,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Drum open plastic 120ltr,Drum open plastic 120ltr,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Duplex paint,Duplex paint,invoice,small,15.0,410008,201002,,,0.95,real_odoo
Duplex paint,Duplex paint,invoice,small,15.0,104041,201002,,,0.95,real_odoo
GRC ARG chopped chem -fil 24mm,GRC ARG chopped chem -fil 24mm,invoice,medium,15.0,410015,201002,,,0.95,real_odoo
GRC ARG chopped chem -fil 24mm,GRC ARG chopped chem -fil 24mm,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"GI coupling class-150 1""","GI coupling class-150 1""",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"GI coupling class-150 1""","GI coupling class-150 1""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"PVC coupling sch 40 4""","PVC coupling sch 40 4""",invoice,medium,15.0,410007,201002,,,0.95,real_odoo
"PVC coupling sch 40 4""","PVC coupling sch 40 4""",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Cutting disc 4.5*1mm,Cutting disc 4.5*1mm,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Cutting disc 4.5*1mm,Cutting disc 4.5*1mm,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Safety vest yellow/blank engr,Safety vest yellow/blank engr,invoice,small,15.0,410006,201002,,,0.95,real_odoo
Safety vest yellow/blank engr,Safety vest yellow/blank engr,invoice,small,15.0,104041,201002,,,0.95,real_odoo
HP toner 415A blk,HP toner 415A blk,invoice,medium,15.0,410051,201002,,,0.95,real_odoo
HP toner 415A blk,HP toner 415A blk,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Ms bending 140*292*2000,Ms bending 140*292*2000,invoice,large,15.0,410012,201002,,,0.95,real_odoo
Ms bending 140*292*2000,Ms bending 140*292*2000,invoice,large,15.0,104041,201002,,,0.95,real_odoo
Sika latex 25ltr,Sika latex 25ltr,invoice,medium,15.0,410015,201002,,,0.95,real_odoo
"Diamond cutter 7""","Diamond cutter 7""",invoice,small,15.0,410004,201002,,,0.95,real_odoo
"Diamond cutter 7""","Diamond cutter 7""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
100*10 sleevancr,100*10 sleevancr,invoice,small,15.0,410015,201002,,,0.95,real_odoo
100*10 sleevancr,100*10 sleevancr,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Hex bolt 50*12,Hex bolt 50*12,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Hex bolt 50*12,Hex bolt 50*12,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Haykib,Haykib,invoice,medium,0.0,410004,201002,,,0.95,real_odoo
Hilti concrete chisel,Hilti concrete chisel,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Hilti concrete chisel,Hilti concrete chisel,invoice,small,15.0,104041,201002,,,0.95,real_odoo
HP water pump,HP water pump,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
HP water pump,HP water pump,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
ppr elbow 90 25*1/2,ppr elbow 90 25*1/2,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
ppr elbow 90 25*1/2,ppr elbow 90 25*1/2,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
100mm*14mm cup brush wire baco lion,100mm*14mm cup brush wire baco lion,invoice,small,15.0,410004,201002,,,0.95,real_odoo
100mm*14mm cup brush wire baco lion,100mm*14mm cup brush wire baco lion,invoice,small,15.0,104041,201002,,,0.95,real_odoo
5/16 air hose,5/16 air hose,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
5/16 air hose,5/16 air hose,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Finishing nails 11/2/5""","Finishing nails 11/2/5""",invoice,small,15.0,410015,201002,,,0.95,real_odoo
"Finishing nails 11/2/5""","Finishing nails 11/2/5""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
Angle grinder,Angle grinder,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Angle grinder,Angle grinder,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Spray paint,Spray paint,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Spray paint,Spray paint,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Cotton gloves,Cotton gloves,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Cotton gloves,Cotton gloves,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Gypsum powder 1*40kg,Gypsum powder 1*40kg,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Gypsum powder 1*40kg,Gypsum powder 1*40kg,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Gypsum powder 1*40kg,Gypsum powder 1*40kg,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"1"" pipe pvc 40 white","1"" pipe pvc 40 white",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"1"" pipe pvc 40 white","1"" pipe pvc 40 white",invoice,small,15.0,104041,201002,,,0.95,real_odoo
Polythene 500T,Polythene 500T,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Polythene 500T,Polythene 500T,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Angle bar HR 4*50*50*6,Angle bar HR 4*50*50*6,invoice,medium,15.0,410012,201002,,,0.95,real_odoo
Angle bar HR 4*50*50*6,Angle bar HR 4*50*50*6,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Thinner matrex,Thinner matrex,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Thinner matrex,Thinner matrex,invoice,small,15.0,104041,201002,,,0.95,real_odoo
SAWA RECHARGE,SAWA RECHARGE,invoice,small,15.0,400027,201002,,,0.95,real_odoo
SAWA RECHARGE,SAWA RECHARGE,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Payment to labours at doassary building,Payment to labours at doassary building,invoice,small,0.0,999991,201002,,,0.95,real_odoo
Labours payment,Labours payment,invoice,medium,0.0,999991,201002,,,0.95,real_odoo
ACTI9 2p 32A c MCB schnieder,ACTI9 2p 32A c MCB schnieder,invoice,large,15.0,410007,201002,,,0.95,real_odoo
ACTI9 2p 32A c MCB schnieder,ACTI9 2p 32A c MCB schnieder,invoice,large,15.0,104041,201002,,,0.95,real_odoo
Air filter change,Air filter change,invoice,small,15.0,410062,201002,,,0.95,real_odoo
Air filter change,Air filter change,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Mesc fire alarm 2*16awg cu/pvc/sh,Mesc fire alarm 2*16awg cu/pvc/sh,invoice,medium,15.0,410015,201002,,,0.95,real_odoo
Mesc fire alarm 2*16awg cu/pvc/sh,Mesc fire alarm 2*16awg cu/pvc/sh,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Masson hammer 500gram,Masson hammer 500gram,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Masson hammer 500gram,Masson hammer 500gram,invoice,small,15.0,104041,201002,,,0.95,real_odoo
welding gloves red,welding gloves red,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
welding gloves red,welding gloves red,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Al ayed garden hose green,Al ayed garden hose green,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
Al ayed garden hose green,Al ayed garden hose green,invoice,medium,15.0,410015,201002,,,0.95,real_odoo
Al ayed garden hose green,Al ayed garden hose green,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Garbage bag,Garbage bag,invoice,small,0.0,410004,201002,,,0.95,real_odoo
Coverall cotton,Coverall cotton,invoice,small,15.0,410006,201002,,,0.95,real_odoo
Coverall cotton,Coverall cotton,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Mobil grease,Mobil grease,invoice,small,15.0,410052,201002,,,0.95,real_odoo
Mobil grease,Mobil grease,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Cleareance fees,Cleareance fees,invoice,medium,15.0,410013,201002,,,0.95,real_odoo
Cleareance fees,Cleareance fees,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
DO charges,DO charges,invoice,large,0.0,410013,201002,,,0.95,real_odoo
DO charges,DO charges,invoice,large,0.0,410025,201002,,,0.95,real_odoo
Total duty charges,Total duty charges,invoice,medium,0.0,410013,201002,,,0.95,real_odoo
Gate in and out charges,Gate in and out charges,invoice,medium,15.0,410025,201002,,,0.95,real_odoo
Gate in and out charges,Gate in and out charges,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Customs inspection charges container full 20ft.,Customs inspection charges container full 20ft.,invoice,medium,15.0,410013,201002,,,0.95,real_odoo
Customs inspection charges container full 20ft.,Customs inspection charges container full 20ft.,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Cylinder head gasket 1.3mm thick,Cylinder head gasket 1.3mm thick,invoice,medium,15.0,410062,201002,,,0.95,real_odoo
Cylinder head gasket 1.3mm thick,Cylinder head gasket 1.3mm thick,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Wrench adjustable 12,Wrench adjustable 12,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Carpentry tool repair,Carpentry tool repair,invoice,small,0.0,410004,201002,,,0.95,real_odoo
Cleaning brush small,Cleaning brush small,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Cleaning brush small,Cleaning brush small,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PVC clear hose 1/2,PVC clear hose 1/2,invoice,small,15.0,410007,201002,,,0.95,real_odoo
PVC clear hose 1/2,PVC clear hose 1/2,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"2"" paint brush","2"" paint brush",invoice,medium,15.0,410004,201002,,,0.95,real_odoo
"2"" paint brush","2"" paint brush",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Food for outside labours,Food for outside labours,invoice,small,15.0,999991,201002,,,0.95,real_odoo
Food for outside labours,Food for outside labours,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Crane control box 3ways,Crane control box 3ways,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Crane control box 3ways,Crane control box 3ways,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Maintenance doassary office,Maintenance doassary office,invoice,medium,0.0,999991,201002,,,0.95,real_odoo
Small stone,Small stone,invoice,medium,0.0,410015,201002,,,0.95,real_odoo
Sand,Sand,invoice,medium,0.0,410015,201002,,,0.95,real_odoo
GRC ARG chopped chem -fil 24mm,GRC ARG chopped chem -fil 24mm,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
single flange milky,single flange milky,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
